Country,iso3,Region,Category,Indicator,2005,2008,2009,2010,2011,2012,2013,2014,2015
Nicaragua,NIC,Americas,Finance,Commercial_deposit_accounts_2010,,,,,,,,,
Nicaragua,NIC,Americas,Finance,Coop_and_credit_union_deposit_accounts_2010,,,,,,,,,
Nicaragua,NIC,Americas,Finance,State_Financial_Institution_deposit_accounts_2010,,,,,,,,,
Nicaragua,NIC,Americas,Finance,MFI_deposit_accounts_2010,,,,,,,,,
Nicaragua,NIC,Americas,Finance,Remittances received (US$),,,,,1053,,,,
Nicaragua,NIC,Americas,Finance,Number_of_MFIs_2011,,,,,22,,,,
Nicaragua,NIC,Americas,Finance,Number_of_active_MFI_borrowers_2011,,,,,302582,,,,
Nicaragua,NIC,Americas,Finance,MFI_Gross_Loan_Portfolio_2011,,,,,272883574,,,,
Nicaragua,NIC,Americas,Health,External resources for health (% of total expenditure on health),11.71,9.05,12.82,9.55,10.84,11.24,,,
Nicaragua,NIC,Americas,Health,Health expenditure per capita (current US$),70.82,104.61,109.26,112.42,124.23,144.4,,,
Nicaragua,NIC,Americas,Health,"Health expenditure, private (% of GDP)",2.66,3.24,3.29,3.26,3.48,3.76,,,
Nicaragua,NIC,Americas,Health,"Health expenditure, public (% of GDP)",3.45,3.94,4.4,4.37,4.13,4.47,,,
Nicaragua,NIC,Americas,Health,Out-of-pocket health expenditure (% of private expenditure on health),91.63,93.05,92.59,92.59,92.36,85.62,,,
Nicaragua,NIC,Americas,Health,"Under-5 mortality rate (per 1,000)",31.6,28,27,26.1,25.2,24.4,,,
Nicaragua,NIC,Americas,Health,"Maternal mortality ratio (per 100,000 live births)",120,,,110,,,,,
Nicaragua,NIC,Americas,Health,"Life expectancy at birth, female",75,76.22,76.59,76.94,77.28,77.6,,,
Nicaragua,NIC,Americas,Health,"Life expectancy at birth, male",68.97,70.09,70.45,70.8,71.14,71.48,,,
Nicaragua,NIC,Americas,Health,"Life expectancy at birth, total",71.91,73.08,73.44,73.8,74.13,74.47,,,
Nicaragua,NIC,Americas,Health,"Physicians (per 1,000 people)",,,,,,,,,
Nicaragua,NIC,Americas,Index Coverage Indicators,Permanent cropland (% of land area),1.94,1.91,1.91,1.91,1.91,,,,
Nicaragua,NIC,Americas,Index Coverage Indicators,"Impact of natural disasters, number of deaths",,,,7,,,,,
Nicaragua,NIC,Americas,Index Coverage Indicators,"Impact of natural disasters, population affected",,,,11487,,,,,
Nicaragua,NIC,Americas,Microinsurance,Total microinsurance coverage,29035,,,,120904,,401901,,
Nicaragua,NIC,Americas,Microinsurance,Credit life coverage,0,,,,78256,,367011,,
Nicaragua,NIC,Americas,Microinsurance,Life coverage (excluding credit life),29035,,,,118247,,81028,,
Nicaragua,NIC,Americas,Microinsurance,Life and accident coverage (excluding credit life),29035,,,,118247,,,,
Nicaragua,NIC,Americas,Microinsurance,Health coverage,0,,,,602,,9313,,
Nicaragua,NIC,Americas,Microinsurance,Accident coverage,0,,,,99997,,76415,,
Nicaragua,NIC,Americas,Microinsurance,Property coverage,0,,,,0,,0,,
Nicaragua,NIC,Americas,Microinsurance,Agriculture coverage,,,,,0,,0,,
Nicaragua,NIC,Americas,Microinsurance,Total microinsurance coverage ratio,0.54,,,,2.09,,6.61,,
Nicaragua,NIC,Americas,Microinsurance,Credit life coverage ratio,0,,,,1.35,,6.04,,
Nicaragua,NIC,Americas,Microinsurance,Life coverage ratio (excluding credit life),0.54,,,,2.04,,1.33,,
Nicaragua,NIC,Americas,Microinsurance,Life and accident coverage ratio (excluding credit life),0.54,,,,2.04,,,,
Nicaragua,NIC,Americas,Microinsurance,Health coverage ratio,0,,,,0.01,,0.15,,
Nicaragua,NIC,Americas,Microinsurance,Accident coverage ratio,0,,,,1.73,,1.26,,
Nicaragua,NIC,Americas,Microinsurance,Property coverage ratio,0,,,,0,,0,,
Nicaragua,NIC,Americas,Microinsurance,Agriculture coverage ratio,,,,,0,,0,,
Nicaragua,NIC,Americas,Microinsurance,Total Gross Premium (USD),,,,,,,153080000,,
Nicaragua,NIC,Americas,Microinsurance,Microinsurance Gross Premium (USD),34535,,,,1037225,,7189340,,
Nicaragua,NIC,Americas,Poverty,Income share held by lowest 20%,6.22,,,,,,,,
Nicaragua,NIC,Americas,Poverty,Poverty headcount ratio at $2 a day (PPP) (% of population),31.74,,,,,,,,
Nicaragua,NIC,Americas,Poverty,Poverty headcount ratio at national poverty line (% of population),48.3,,42.5,,,,,,
Nicaragua,NIC,Americas,Poverty,Poverty headcount ratio at rural poverty line (% of rural population),70.3,,63.3,,,,,,
Nicaragua,NIC,Americas,Poverty,Poverty headcount ratio at urban poverty line (% of urban population),30.9,,26.8,,,,,,
Nicaragua,NIC,Americas,Poverty,GINI index,40.47,,,,,,,,
Nicaragua,NIC,Americas,Poverty,"Life expectancy at birth, female",75,76.22,76.59,76.94,77.28,77.6,,,
Nicaragua,NIC,Americas,Poverty,"Life expectancy at birth, male",68.97,70.09,70.45,70.8,71.14,71.48,,,
Nicaragua,NIC,Americas,Poverty,"Life expectancy at birth, total",71.91,73.08,73.44,73.8,74.13,74.47,,,
Nicaragua,NIC,Americas,Poverty,"Physicians (per 1,000 people)", ,,,,,,,,
Niger,NER,Africa,Demographics,Population (Total),13183798,14737895,15302948,15893746,16511462,17157042,,18534802,
Niger,NER,Africa,Demographics,Population ages 15-64 (% of total),48.47,47.88,47.72,47.59,47.49,47.4,,,
Niger,NER,Africa,Demographics,Population density (people per sq. km of land area),10.41,11.63,12.08,12.55,13.04,13.54,,,
Niger,NER,Africa,Demographics,Population growth (annual %),3.67,3.74,3.76,3.79,3.81,3.84,,,
Niger,NER,Africa,Demographics,Urban population (% of total),16.73,17.26,17.44,17.62,17.87,18.12,,,
Niger,NER,Africa,Development,Human Development Index,0.27,0.29,0.29,0.3,0.3,0.3,,,
Niger,NER,Africa,Development,"Literacy rate, adult female (% of females ages 15 and above)",15.08,,,,,,,,
Niger,NER,Africa,Development,"Literacy rate, adult male (% of males ages 15 and above)",42.93,,,,,,,,
Niger,NER,Africa,Development,"Literacy rate, adult total (% of people ages 15 and above)",28.67,,,,,,,,
Niger,NER,Africa,Economy,GDP (current US$),3405134555,5403364454,5397121962,5718589550,6411842066,6773185511,,8168695870,
Niger,NER,Africa,Economy,GDP growth (annual %),4.5,9.59,-0.71,8.37,2.31,10.83,,,
Niger,NER,Africa,Economy,GDP per capita (current US$),258.28,366.63,352.69,359.8,388.33,394.78,,,
Niger,NER,Africa,Finance,Commercial_deposit_accounts_2010,,,,25.07,,,,,
Niger,NER,Africa,Finance,Coop_and_credit_union_deposit_accounts_2010,,,,0,,,,,
Niger,NER,Africa,Finance,State_Financial_Institution_deposit_accounts_2010,,,,0,,,,,
Niger,NER,Africa,Finance,MFI_deposit_accounts_2010,,,,26.83,,,,,
Niger,NER,Africa,Finance,Remittances received (US$),,,,,205,,,,
Niger,NER,Africa,Finance,Number_of_MFIs_2011,,,,,3,,,,
Niger,NER,Africa,Finance,Number_of_active_MFI_borrowers_2011,,,,,72149,,,,
Niger,NER,Africa,Finance,MFI_Gross_Loan_Portfolio_2011,,,,,15817397,,,,
Niger,NER,Africa,Health,External resources for health (% of total expenditure on health),26.94,14.67,13.91,23.13,21.76,20.14,,,
Niger,NER,Africa,Health,Health expenditure per capita (current US$),19.72,26.12,26.6,24.28,25.21,25.47,,,
Niger,NER,Africa,Health,"Health expenditure, private (% of GDP)",4.74,4.43,4.96,4.57,4.58,4.32,,,
Niger,NER,Africa,Health,"Health expenditure, public (% of GDP)",2.98,2.7,2.69,2.34,2.27,2.84,,,
Niger,NER,Africa,Health,Out-of-pocket health expenditure (% of private expenditure on health),93.33,92.16,91.7,91.4,88.43,88.02,,,
Niger,NER,Africa,Health,"Under-5 mortality rate (per 1,000)",174,143.7,134.7,126.6,119.5,113.5,,,
Niger,NER,Africa,Health,"Maternal mortality ratio (per 100,000 live births)",760,,,690,,,,,
Niger,NER,Africa,Health,"Life expectancy at birth, female",54.11,56.01,56.59,57.13,57.65,58.15,,,
Niger,NER,Africa,Health,"Life expectancy at birth, male",54.13,55.84,56.36,56.85,57.33,57.79,,,
Niger,NER,Africa,Health,"Life expectancy at birth, total",54.12,55.93,56.47,56.99,57.48,57.97,,,
Niger,NER,Africa,Health,"Physicians (per 1,000 people)",,0.02,,0.02,,,,,
Niger,NER,Africa,Index Coverage Indicators,Permanent cropland (% of land area),0.03,0.04,0.05,0.05,0.05,,,,
Niger,NER,Africa,Index Coverage Indicators,"Impact of natural disasters, number of deaths",,,,0,,,,,
Niger,NER,Africa,Index Coverage Indicators,"Impact of natural disasters, population affected",,,,96596,,,,,
Niger,NER,Africa,Microinsurance,Total microinsurance coverage,0,2370,,,250,,,31606,
Niger,NER,Africa,Microinsurance,Credit life coverage,0,0,,,0,,,31606,
Niger,NER,Africa,Microinsurance,Life coverage (excluding credit life),0,,,,0,,,0,
Niger,NER,Africa,Microinsurance,Life and accident coverage (excluding credit life),0,0,,,250,,,,
Niger,NER,Africa,Microinsurance,Health coverage,0,2370,,,250,,,31606,
Niger,NER,Africa,Microinsurance,Accident coverage,0,,,,250,,,0,
Niger,NER,Africa,Microinsurance,Property coverage,0,0,,,0,,,0,
Niger,NER,Africa,Microinsurance,Agriculture coverage,,0,,,0,,,0,
Niger,NER,Africa,Microinsurance,Total microinsurance coverage ratio,0,0.02,,,0,,,0.17,
Niger,NER,Africa,Microinsurance,Credit life coverage ratio,0,0,,,0,,,0.17,
Niger,NER,Africa,Microinsurance,Life coverage ratio (excluding credit life),0,,,,0,,,0,
Niger,NER,Africa,Microinsurance,Life and accident coverage ratio (excluding credit life),0,0,,,0,,,,
Niger,NER,Africa,Microinsurance,Health coverage ratio,0,0.02,,,0,,,0.17,
Niger,NER,Africa,Microinsurance,Accident coverage ratio,0,,,,0,,,0,
Niger,NER,Africa,Microinsurance,Property coverage ratio,0,0,,,0,,,0,
Niger,NER,Africa,Microinsurance,Agriculture coverage ratio,,0,,,0,,,0,
Niger,NER,Africa,Microinsurance,Total Gross Premium (USD),,,,,,,,14682600,
Niger,NER,Africa,Microinsurance,Microinsurance Gross Premium (USD),,,,,,,,,
Niger,NER,Africa,Poverty,Income share held by lowest 20%,5.85,8.09,,,,,,,
Niger,NER,Africa,Poverty,Poverty headcount ratio at $2 a day (PPP) (% of population),85.58,75.23,,,,,,,
Niger,NER,Africa,Poverty,Poverty headcount ratio at national poverty line (% of population),,,,,,,,,
Niger,NER,Africa,Poverty,Poverty headcount ratio at rural poverty line (% of rural population),,,,,,,,,
Niger,NER,Africa,Poverty,Poverty headcount ratio at urban poverty line (% of urban population),,,,,,,,,
Niger,NER,Africa,Poverty,GINI index,43.89,34.55,,,,,,,
Niger,NER,Africa,Poverty,"Life expectancy at birth, female",54.11,56.01,56.59,57.13,57.65,58.15,,,
Niger,NER,Africa,Poverty,"Life expectancy at birth, male",54.13,55.84,56.36,56.85,57.33,57.79,,,
Niger,NER,Africa,Poverty,"Life expectancy at birth, total",54.12,55.93,56.47,56.99,57.48,57.97,,,
Niger,NER,Africa,Poverty,"Physicians (per 1,000 people)",,0.02,,0.02,,,,,
Nigeria,NGA,Africa,Demographics,Population (Total),139585891,151208080,155381020,159707780,164192925,168833776,,178516904,
Nigeria,NGA,Africa,Demographics,Population ages 15-64 (% of total),53.71,53.45,53.35,53.25,53.15,53.05,,,
Nigeria,NGA,Africa,Demographics,Population density (people per sq. km of land area),153.26,166.02,170.6,175.35,180.28,185.37,,,
Nigeria,NGA,Africa,Demographics,Population growth (annual %),2.6,2.7,2.72,2.75,2.77,2.79,,,
Nigeria,NGA,Africa,Demographics,Urban population (% of total),45.75,47.7,48.35,49,49.62,50.23,,,
Nigeria,NGA,Africa,Development,Human Development Index,0.43,0.45,0.46,0.46,0.47,0.47,,,
Nigeria,NGA,Africa,Development,"Literacy rate, adult female (% of females ages 15 and above)",,41.39,,,,,,,
Nigeria,NGA,Africa,Development,"Literacy rate, adult male (% of males ages 15 and above)",,61.25,,,,,,,
Nigeria,NGA,Africa,Development,"Literacy rate, adult total (% of people ages 15 and above)",,51.08,,,,,,,
Nigeria,NGA,Africa,Economy,GDP (current US$),1.12E+11,2.08E+11,1.69E+11,3.66E+11,4.14E+11,4.60E+11,,5.69E+11,
Nigeria,NGA,Africa,Economy,GDP growth (annual %),3.44,6.27,6.93,7.84,4.65,6.75,,,
Nigeria,NGA,Africa,Economy,GDP per capita (current US$),804.15,1376.02,1090.75,2293.89,2518.63,2722.3,,,
Nigeria,NGA,Africa,Finance,Commercial_deposit_accounts_2010,,,,461.21,,,,,
Nigeria,NGA,Africa,Finance,Coop_and_credit_union_deposit_accounts_2010,,,,0,,,,,
Nigeria,NGA,Africa,Finance,State_Financial_Institution_deposit_accounts_2010,,,,0,,,,,
Nigeria,NGA,Africa,Finance,MFI_deposit_accounts_2010,,,,34,,,,,
Nigeria,NGA,Africa,Finance,Remittances received (US$),,,,,5397,,,,
Nigeria,NGA,Africa,Finance,Number_of_MFIs_2011,,,,,39,,,,
Nigeria,NGA,Africa,Finance,Number_of_active_MFI_borrowers_2011,,,,,977297,,,,
Nigeria,NGA,Africa,Finance,MFI_Gross_Loan_Portfolio_2011,,,,,185567988,,,,
Nigeria,NGA,Africa,Health,External resources for health (% of total expenditure on health),3.7,3.85,4.52,7.57,5.08,5.27,,,
Nigeria,NGA,Africa,Health,Health expenditure per capita (current US$),53.1,88.46,74.28,79.95,84.95,94.34,,,
Nigeria,NGA,Africa,Health,"Health expenditure, private (% of GDP)",4.68,4.08,4.7,4.12,3.77,4.18,,,
Nigeria,NGA,Africa,Health,"Health expenditure, public (% of GDP)",1.93,2.37,2.14,1.47,1.94,1.89,,,
Nigeria,NGA,Africa,Health,Out-of-pocket health expenditure (% of private expenditure on health),95.8,95.66,95.81,95.67,95.57,95.69,,,
Nigeria,NGA,Africa,Health,"Under-5 mortality rate (per 1,000)",158.2,141.9,137,132.4,127.9,123.7,,,
Nigeria,NGA,Africa,Health,"Maternal mortality ratio (per 100,000 live births)",740,,,610,,,,,
Nigeria,NGA,Africa,Health,"Life expectancy at birth, female",49.02,50.63,51.13,51.59,52.02,52.42,,,
Nigeria,NGA,Africa,Health,"Life expectancy at birth, male",48.32,50.05,50.55,51.01,51.42,51.81,,,
Nigeria,NGA,Africa,Health,"Life expectancy at birth, total",48.66,50.33,50.83,51.29,51.71,52.11,,,
Nigeria,NGA,Africa,Health,"Physicians (per 1,000 people)",,0.4,0.41,0.4,,,,,
Nigeria,NGA,Africa,Index Coverage Indicators,Permanent cropland (% of land area),3.29,3.29,3.51,3.51,3.51,,,,
Nigeria,NGA,Africa,Index Coverage Indicators,"Impact of natural disasters, number of deaths",,,,0,,,,,
Nigeria,NGA,Africa,Index Coverage Indicators,"Impact of natural disasters, population affected",,,,1295,,,,,
Nigeria,NGA,Africa,Microinsurance,Total microinsurance coverage,2725,106992,,,1079789,,,1824062,
Nigeria,NGA,Africa,Microinsurance,Credit life coverage,0,24000,,,1300,,,593033,
Nigeria,NGA,Africa,Microinsurance,Life coverage (excluding credit life),2725,,,,983271,,,540903,
Nigeria,NGA,Africa,Microinsurance,Life and accident coverage (excluding credit life),2725,35000,,,983271,,,,
Nigeria,NGA,Africa,Microinsurance,Health coverage,0,61992,,,95218,,,665981,
Nigeria,NGA,Africa,Microinsurance,Accident coverage,0,,,,0,,,1615958,
Nigeria,NGA,Africa,Microinsurance,Property coverage,0,0,,,0,,,549900,
Nigeria,NGA,Africa,Microinsurance,Agriculture coverage,,0,,,0,,,549900,
Nigeria,NGA,Africa,Microinsurance,Total microinsurance coverage ratio,0,0.07,,,0.68,,,1.02,
Nigeria,NGA,Africa,Microinsurance,Credit life coverage ratio,0,0.02,,,0,,,0.33,
Nigeria,NGA,Africa,Microinsurance,Life coverage ratio (excluding credit life),0,,,,0.62,,,0.3,
Nigeria,NGA,Africa,Microinsurance,Life and accident coverage ratio (excluding credit life),0,0.02,,,0.62,,,,
Nigeria,NGA,Africa,Microinsurance,Health coverage ratio,0,0.04,,,0.06,,,0.37,
Nigeria,NGA,Africa,Microinsurance,Accident coverage ratio,0,,,,0,,,0.91,
Nigeria,NGA,Africa,Microinsurance,Property coverage ratio,0,0,,,0,,,0.31,
Nigeria,NGA,Africa,Microinsurance,Agriculture coverage ratio,,0,,,0,,,0.31,
Nigeria,NGA,Africa,Microinsurance,Total Gross Premium (USD),,,,,,,,"1,713,929,200.00",
Nigeria,NGA,Africa,Microinsurance,Microinsurance Gross Premium (USD),,,,,,,,7803829.817,
Nigeria,NGA,Africa,Poverty,Income share held by lowest 20%,,,,4.41,,,,,
Nigeria,NGA,Africa,Poverty,Poverty headcount ratio at $2 a day (PPP) (% of population),,,,84.49,,,,,
Nigeria,NGA,Africa,Poverty,Poverty headcount ratio at national poverty line (% of population),,,,46,,,,,
Nigeria,NGA,Africa,Poverty,Poverty headcount ratio at rural poverty line (% of rural population),,,,52.8,,,,,
Nigeria,NGA,Africa,Poverty,Poverty headcount ratio at urban poverty line (% of urban population),,,,34.1,,,,,
Nigeria,NGA,Africa,Poverty,GINI index,,,,48.83,,,,,
Nigeria,NGA,Africa,Poverty,"Life expectancy at birth, female",49.02,50.63,51.13,51.59,52.02,52.42,,,
Nigeria,NGA,Africa,Poverty,"Life expectancy at birth, male",48.32,50.05,50.55,51.01,51.42,51.81,,,
Nigeria,NGA,Africa,Poverty,"Life expectancy at birth, total",48.66,50.33,50.83,51.29,51.71,52.11,,,
Nigeria,NGA,Africa,Poverty,"Physicians (per 1,000 people)",,0.4,0.41,0.4,,,,,
Oman,OMN,Asia,Demographics,Population (Total),2522325,2593523,2663224,2802768,3024774,3314001,,,
Oman,OMN,Asia,Demographics,Population ages 15-64 (% of total),62.41,66.52,68.32,70.09,71.69,73.05,,,
Oman,OMN,Asia,Demographics,Population density (people per sq. km of land area),8.15,8.38,8.6,9.06,9.77,10.71,,,
Oman,OMN,Asia,Demographics,Population growth (annual %),2.34,0.92,2.65,5.11,7.62,9.13,,,
Oman,OMN,Asia,Demographics,Urban population (% of total),71.91,72.68,72.93,73.19,73.44,73.69,,,
Oman,OMN,Asia,Development,Human Development Index,,0.71,0.73,0.73,0.73,0.73,,,
Oman,OMN,Asia,Development,"Literacy rate, adult female (% of females ages 15 and above)",,80.87,,81.8,,,,,
Oman,OMN,Asia,Development,"Literacy rate, adult male (% of males ages 15 and above)",,90,,90.24,,,,,
Oman,OMN,Asia,Development,"Literacy rate, adult total (% of people ages 15 and above)",,86.62,,86.94,,,,,
Oman,OMN,Asia,Economy,GDP (current US$),30905071771,60743823637,48242913263,58813004375,69971912138,78110793868,,,
Oman,OMN,Asia,Economy,GDP growth (annual %),3.99,12.8,1.1,5.6,4.5,5,,,
Oman,OMN,Asia,Economy,GDP per capita (current US$),12252.61,23421.36,18114.48,20983.9,23132.94,23569.94,,,
Oman,OMN,Asia,Finance,Commercial_deposit_accounts_2010,,,,,,,,,
Oman,OMN,Asia,Finance,Coop_and_credit_union_deposit_accounts_2010,,,,,,,,,
Oman,OMN,Asia,Finance,State_Financial_Institution_deposit_accounts_2010,,,,,,,,,
Oman,OMN,Asia,Finance,MFI_deposit_accounts_2010,,,,,,,,,
Oman,OMN,Asia,Finance,Remittances received (US$),,,,,,,,,
Oman,OMN,Asia,Finance,Number_of_MFIs_2011,,,,,,,,,
Oman,OMN,Asia,Finance,Number_of_active_MFI_borrowers_2011,,,,,,,,,
Oman,OMN,Asia,Finance,MFI_Gross_Loan_Portfolio_2011,,,,,,,,,
Oman,OMN,Asia,Health,External resources for health (% of total expenditure on health),0,0,0,0,0,,,,
Oman,OMN,Asia,Health,Health expenditure per capita (current US$),330.96,472.71,510.82,582.3,610.14,690.14,,,
Oman,OMN,Asia,Health,"Health expenditure, private (% of GDP)",0.46,0.46,0.58,0.5,0.44,0.51,,,
Oman,OMN,Asia,Health,"Health expenditure, public (% of GDP)",2.14,1.6,2.38,2.3,1.95,2.11,,,
Oman,OMN,Asia,Health,Out-of-pocket health expenditure (% of private expenditure on health),59.94,60.04,62.58,60.97,59.33,61.26,,,
Oman,OMN,Asia,Health,"Under-5 mortality rate (per 1,000)",13.4,12.3,12.1,11.9,11.8,11.6,,,
Oman,OMN,Asia,Health,"Maternal mortality ratio (per 100,000 live births)",16,,,12,,,,,
Oman,OMN,Asia,Health,"Life expectancy at birth, female",76.59,77.65,77.96,78.24,78.5,78.75,,,
Oman,OMN,Asia,Health,"Life expectancy at birth, male",72.33,73.35,73.66,73.96,74.25,74.53,,,
Oman,OMN,Asia,Health,"Life expectancy at birth, total",74.41,75.45,75.75,76.05,76.32,76.59,,,
Oman,OMN,Asia,Health,"Physicians (per 1,000 people)",1.67,1.9,,2.05,2.22,,,,
Oman,OMN,Asia,Index Coverage Indicators,Permanent cropland (% of land area),0.12,0.12,0.12,0.12,0.12,,,,
Oman,OMN,Asia,Index Coverage Indicators,"Impact of natural disasters, number of deaths",,,,,,,,,
Oman,OMN,Asia,Index Coverage Indicators,"Impact of natural disasters, population affected",,,,,,,,,
Oman,OMN,Asia,Microinsurance,Total microinsurance coverage,,,,,,203,,,
Oman,OMN,Asia,Microinsurance,Credit life coverage,,,,,,,,,
Oman,OMN,Asia,Microinsurance,Life coverage (excluding credit life),,,,,,203,,,
Oman,OMN,Asia,Microinsurance,Life and accident coverage (excluding credit life),,,,,,,,,
Oman,OMN,Asia,Microinsurance,Health coverage,,,,,,0,,,
Oman,OMN,Asia,Microinsurance,Accident coverage,,,,,,415974,,,
Oman,OMN,Asia,Microinsurance,Property coverage,,,,,,0,,,
Oman,OMN,Asia,Microinsurance,Agriculture coverage,,,,,,0,,,
Oman,OMN,Asia,Microinsurance,Total microinsurance coverage ratio,,,,,,0.01,,,
Oman,OMN,Asia,Microinsurance,Credit life coverage ratio,,,,,,,,,
Oman,OMN,Asia,Microinsurance,Life coverage ratio (excluding credit life),,,,,,0.01,,,
Oman,OMN,Asia,Microinsurance,Life and accident coverage ratio (excluding credit life),,,,,,,,,
Oman,OMN,Asia,Microinsurance,Health coverage ratio,,,,,,0,,,
Oman,OMN,Asia,Microinsurance,Accident coverage ratio,,,,,,0.23,,,
Oman,OMN,Asia,Microinsurance,Property coverage ratio,,,,,,0,,,
Oman,OMN,Asia,Microinsurance,Agriculture coverage ratio,,,,,,0,,,
Oman,OMN,Asia,Microinsurance,Total Gross Premium (USD),,,,,,,,,
Oman,OMN,Asia,Microinsurance,Microinsurance Gross Premium (USD),,,,,,10000,,,
Oman,OMN,Asia,Poverty,Income share held by lowest 20%,,,,,,,,,
Oman,OMN,Asia,Poverty,Poverty headcount ratio at $2 a day (PPP) (% of population),,,,,,,,,
Oman,OMN,Asia,Poverty,Poverty headcount ratio at national poverty line (% of population),,,,,,,,,
Oman,OMN,Asia,Poverty,Poverty headcount ratio at rural poverty line (% of rural population),,,,,,,,,
Oman,OMN,Asia,Poverty,Poverty headcount ratio at urban poverty line (% of urban population),,,,,,,,,
Oman,OMN,Asia,Poverty,GINI index,,,,,,,,,
Oman,OMN,Asia,Poverty,"Life expectancy at birth, female",76.59,77.65,77.96,78.24,78.5,78.75,,,
Oman,OMN,Asia,Poverty,"Life expectancy at birth, male",72.33,73.35,73.66,73.96,74.25,74.53,,,
Oman,OMN,Asia,Poverty,"Life expectancy at birth, total",74.41,75.45,75.75,76.05,76.32,76.59,,,
Oman,OMN,Asia,Poverty,"Physicians (per 1,000 people)",1.67,1.9,,2.05,2.22,,,,
Pakistan,PAK,Asia,Demographics,Population (Total),157971415,167008083,170093999,173149306,176166353,179160111,,,
Pakistan,PAK,Asia,Demographics,Population ages 15-64 (% of total),57.71,59.25,59.74,60.24,60.77,61.32,,,
Pakistan,PAK,Asia,Demographics,Population density (people per sq. km of land area),204.92,216.65,220.65,224.61,228.53,232.41,,,
Pakistan,PAK,Asia,Demographics,Population growth (annual %),1.8,1.86,1.83,1.78,1.73,1.69,,,
Pakistan,PAK,Asia,Demographics,Urban population (% of total),34.48,35.32,35.6,35.88,36.22,36.55,,,
Pakistan,PAK,Asia,Development,Human Development Index,0.49,0.5,0.51,0.51,0.51,0.52,,,
Pakistan,PAK,Asia,Development,"Literacy rate, adult female (% of females ages 15 and above)",35.37,40.08,40.31,,,,,,
Pakistan,PAK,Asia,Development,"Literacy rate, adult male (% of males ages 15 and above)",64.06,68.87,68.63,,,,,,
Pakistan,PAK,Asia,Development,"Literacy rate, adult total (% of people ages 15 and above)",49.87,55.53,54.89,,,,,,
Pakistan,PAK,Asia,Economy,GDP (current US$),1.10E+11,1.70E+11,1.68E+11,1.77E+11,2.14E+11,2.25E+11,,,
Pakistan,PAK,Asia,Economy,GDP growth (annual %),7.67,1.7,2.83,1.61,2.79,4.02,,,
Pakistan,PAK,Asia,Economy,GDP per capita (current US$),693.18,1018.38,988.59,1024.59,1213.93,1256.66,,,
Pakistan,PAK,Asia,Finance,Commercial_deposit_accounts_2010,,,,,,,,,
Pakistan,PAK,Asia,Finance,Coop_and_credit_union_deposit_accounts_2010,,,,,,,,,
Pakistan,PAK,Asia,Finance,State_Financial_Institution_deposit_accounts_2010,,,,,,,,,
Pakistan,PAK,Asia,Finance,MFI_deposit_accounts_2010,,,,,,,,,
Pakistan,PAK,Asia,Finance,Remittances received (US$),,,,,,,,,
Pakistan,PAK,Asia,Finance,Number_of_MFIs_2011,,,,,,,,,
Pakistan,PAK,Asia,Finance,Number_of_active_MFI_borrowers_2011,,,,,,,,,
Pakistan,PAK,Asia,Finance,MFI_Gross_Loan_Portfolio_2011,,,,,,,,,
Pakistan,PAK,Asia,Health,External resources for health (% of total expenditure on health),4.55,5.97,5,6.16,6.97,4.04,,,
Pakistan,PAK,Asia,Health,Health expenditure per capita (current US$),21.91,29.04,27.51,29.98,35.59,39.39,,,
Pakistan,PAK,Asia,Health,"Health expenditure, private (% of GDP)",2.44,2.47,2.18,2.04,2.08,2.16,,,
Pakistan,PAK,Asia,Health,"Health expenditure, public (% of GDP)",0.74,0.87,0.83,0.96,0.93,0.99,,,
Pakistan,PAK,Asia,Health,Out-of-pocket health expenditure (% of private expenditure on health),86.29,89.84,90.01,90.15,90.15,90.15,,,
Pakistan,PAK,Asia,Health,"Under-5 mortality rate (per 1,000)",100.5,94.1,92,90,87.9,85.9,,,
Pakistan,PAK,Asia,Health,"Maternal mortality ratio (per 100,000 live births)",230,,,190,,,,,
Pakistan,PAK,Asia,Health,"Life expectancy at birth, female",65.98,66.62,66.81,66.99,67.17,67.34,,,
Pakistan,PAK,Asia,Health,"Life expectancy at birth, male",64.41,64.99,65.15,65.3,65.44,65.57,,,
Pakistan,PAK,Asia,Health,"Life expectancy at birth, total",65.17,65.78,65.96,66.13,66.28,66.44,,,
Pakistan,PAK,Asia,Health,"Physicians (per 1,000 people)",0.8,,0.81,0.83,,,,,
Pakistan,PAK,Asia,Index Coverage Indicators,Permanent cropland (% of land area),1.03,1.11,1.11,1.11,1.08,,,,
Pakistan,PAK,Asia,Index Coverage Indicators,"Impact of natural disasters, number of deaths",,,,,,,,,
Pakistan,PAK,Asia,Index Coverage Indicators,"Impact of natural disasters, population affected",,,,,,,,,
Pakistan,PAK,Asia,Microinsurance,Total microinsurance coverage,,,,,,5344758,,,
Pakistan,PAK,Asia,Microinsurance,Credit life coverage,,,,,,,,,
Pakistan,PAK,Asia,Microinsurance,Life coverage (excluding credit life),,,,,,5250674,,,
Pakistan,PAK,Asia,Microinsurance,Life and accident coverage (excluding credit life),,,,,,,,,
Pakistan,PAK,Asia,Microinsurance,Health coverage,,,,,,4752945,,,
Pakistan,PAK,Asia,Microinsurance,Accident coverage,,,,,,3074,,,
Pakistan,PAK,Asia,Microinsurance,Property coverage,,,,,,0,,,
